gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score,Communication_Channel,Channel_Cost,Channel_Effectiveness,Channel_Score,Test_Group
1,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,0,0,0,3,-0.46569178,-0.98501503,0,1,0.6257,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.6,SMS,1.0,0.25,4,Control
1,0.0,0,1,-0.8702409,1,2,1,0,0,0,0,0,2,0,1,2,0.7125223,-0.6130904,0,1,0.6256,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.6,Email,0.5,0.15,4,Treatment
1,0.0,1,1,0.4328107,1,2,1,0,2,2,2,2,2,0,0,0,1.5284647,1.0621928,1,1,0.6247,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.5,SMS,1.0,0.25,4,Control
0,0.0,1,1,-0.8702409,1,2,1,0,0,2,0,0,0,0,1,1,0.44331118,-0.62560636,0,1,0.625,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,2,0,0,0,0,0,0,1,3,0.35025057,-0.9741767,1,1,0.6246,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.992402,1,2,1,0,0,0,0,0,0,0,1,2,0.36520672,-0.73977304,1,1,0.6248,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.5,Email,0.5,0.15,4,Control
0,0.0,0,0,-0.21871513,0,2,1,0,0,0,0,2,2,0,1,3,0.9900424,0.19543561,1,1,0.6253,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.5,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.1552835,1,0,1,0,0,2,0,0,2,0,1,1,0.6011819,-0.8663232,0,1,0.6248,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,1,2,0.34858876,-0.900582,1,1,0.6235,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.4,Email,0.5,0.15,4,Treatment
1,0.0,0,1,-1.2774446,1,1,0,0,0,0,0,0,0,0,0,3,-1.348106,-0.9967363,0,1,0.6239,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.992402,1,2,1,0,0,0,0,0,0,0,0,1,0.3269854,-0.7650919,0,1,0.6235,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.4,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,2,0,0,1,3,0.5097831,-0.83146834,0,1,0.6244,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,2,-0.65181303,-0.9874873,1,1,0.623,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.3,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.64682764,-0.9874211,1,1,0.6229,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.3,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.643504,-0.9873769,0,1,0.6229,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.3,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.992402,1,2,1,0,0,0,0,0,2,0,1,0,0.6560212,-0.71487355,1,1,0.6226,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.3,Email,0.5,0.15,4,Treatment
0,0.0,0,1,-1.0331224,1,0,1,0,0,0,0,0,0,0,1,2,0.20899782,-0.7987547,0,1,0.6227,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.3,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.643504,-0.9873769,1,1,0.6229,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.3,Email,0.5,0.15,4,Control
0,0.0,1,1,-1.2367243,1,0,1,0,2,0,0,0,0,0,0,0,0.29208767,-0.94322896,1,1,0.6215,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.2,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.34087622,1,0,1,0,2,2,0,2,2,0,0,1,1.1479131,0.06597167,1,1,0.6224,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.2,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.0738428,1,0,1,0,0,0,0,2,2,0,0,2,0.8155537,-0.7524214,1,1,0.6219,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.7073595,1,2,1,0,2,0,0,0,0,0,0,2,0.51310664,-0.47002888,1,1,0.6216,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.2,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,0.18848851,1,2,1,0,0,2,0,2,2,0,1,2,1.1545603,0.6534267,1,1,0.6218,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.17799476,0,2,1,0,2,2,0,2,2,0,1,2,1.3755794,0.3843448,1,1,0.6213,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.1,Email,0.5,0.15,4,Treatment
1,0.0,1,0,1.5322605,1,0,1,2,2,2,2,2,2,1,1,0,1.4869198,2.3189752,1,1,0.6206,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,0,2,0.19570343,-0.87769127,0,1,0.6207,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.1,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,2,2,0,1,3,-0.06519869,-0.9796952,0,1,0.6213,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.1,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,1,2,0.18074726,-0.88365126,0,1,0.6207,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,2,0,0,0,0,0,0,2,0.33197078,-0.94349384,0,1,0.6202,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,2,0,0,0,0,0,0,2,0.330309,-0.93439937,1,1,0.6202,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.9516817,0,0,1,0,0,2,0,0,2,0,0,1,0.68261,-0.6624478,0,1,0.619,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.9,SMS,1.0,0.25,3,Control
1,0.0,0,0,0.066327415,1,2,1,0,2,2,0,2,2,0,1,2,1.3822265,0.5595019,1,1,0.6191,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.9,Email,0.5,0.15,4,Control
0,0.0,0,0,-0.78880024,0,0,1,0,2,2,0,0,0,0,0,2,0.4815325,-0.5166491,1,1,0.6192,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.9,SMS,1.0,0.25,3,Treatment
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.4810498,-0.9985022,1,1,0.619,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.992402,1,1,0,0,0,2,0,0,0,0,0,2,-1.1752791,-0.9094558,1,1,0.6179,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,0.4328107,1,2,1,0,0,2,0,2,2,0,1,0,1.1479131,0.8511875,0,1,0.6184,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,2,0,0,1,2,0.4350022,-0.8753294,1,1,0.6182,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,2,2,0,1,3,0.86208403,-0.9025024,0,1,0.6182,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1960039,1,1,0,0,0,0,0,0,0,0,0,2,-1.3298262,-0.977863,1,1,0.617,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.7,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-1.1552835,1,1,0,0,0,0,0,0,0,0,0,2,-1.3165318,-0.9632942,0,1,0.6169,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.7,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-1.1145631,1,2,1,2,0,0,0,0,2,0,0,2,0.81056833,-0.8249786,0,1,0.6163,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.6,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.2594355,1,0,1,0,0,2,2,2,2,0,0,2,1.1263098,0.11261401,0,1,0.6159,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.6,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1960039,1,0,1,0,2,2,0,0,2,0,0,2,0.85211325,-0.88890487,0,1,0.6152,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.5,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,0.39209032,1,2,1,0,0,2,2,2,2,1,1,2,1.4470366,1.0172722,0,1,0.6147,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.5,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.91096133,1,2,1,0,2,0,0,0,0,0,0,2,0.5014741,-0.6554504,0,1,0.6152,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.5,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.0331224,1,0,1,0,0,2,0,0,0,0,0,2,0.33695617,-0.7908522,0,1,0.6146,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.5,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-0.42231694,1,2,1,0,0,0,0,0,2,0,0,2,0.67596275,-0.1802195,1,1,0.6142,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.1372744,1,2,1,0,0,2,0,2,2,0,0,1,1.124648,0.28752828,1,1,0.6145,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2367243,1,1,0,0,0,0,2,0,0,0,1,2,-1.1254252,-0.9813507,1,1,0.6144,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.2774446,0,1,0,2,0,0,0,0,0,0,0,0,-1.1387196,-0.99395496,1,1,0.6145,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,SMS,1.0,0.25,3,Treatment
0,0.0,0,0,-1.1552835,1,0,1,2,0,2,2,0,2,0,1,0,0.985057,-0.8364791,1,1,0.6138,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,0,0,0.20401242,-0.88689613,1,1,0.6137,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.0738428,1,1,0,0,0,2,0,2,2,0,0,2,-0.5587524,-0.87272465,1,1,0.6145,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.4,SMS,1.0,0.25,4,Control
1,0.0,0,0,-1.2367243,1,0,0,2,0,0,0,0,0,0,1,2,-0.51554567,-0.9672013,1,1,0.6125,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.3,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2774446,1,0,0,0,0,0,0,2,0,0,0,3,-0.31779185,-0.9830504,1,1,0.6125,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.3,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,0,2,0,0,0,0,0,0,0,2,-0.5637378,-0.9666053,1,1,0.6125,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.3,SMS,1.0,0.25,4,Control
0,0.0,1,0,-0.2594355,1,2,1,0,0,2,0,2,2,0,0,0,1.10803,0.101003096,0,1,0.6129,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.3,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.1960039,1,1,0,0,0,0,0,2,0,0,0,1,-0.995805,-0.9571135,0,1,0.6127,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.3,SMS,1.0,0.25,4,Control
0,0.0,1,1,-0.74807984,1,2,1,0,0,2,0,0,2,0,1,2,0.74742,-0.4517737,1,1,0.6125,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.3,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,0,0,0.32033822,-0.9121488,1,1,0.6116,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,2,0,0,1,3,-0.37429294,-0.98380095,1,1,0.6124,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.2,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.015113308,1,2,1,0,0,2,2,2,2,0,0,2,1.3340343,0.47222134,1,1,0.6119,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,0.18848851,0,2,1,0,0,2,0,2,2,0,1,2,1.2077378,0.64550215,1,1,0.6096,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.9516817,1,2,1,2,0,0,0,0,2,0,1,2,0.7740088,-0.6536624,0,1,0.6101,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-0.1372744,1,2,1,0,0,2,0,2,2,0,1,0,1.1396041,0.29620337,1,1,0.6099,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,2,0,0,2,0,0,0,0,0,1,2,-0.34770417,-0.98344773,0,1,0.61,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
0,0.0,0,1,-0.42231694,1,2,1,0,0,0,0,0,2,0,0,2,0.6643302,-0.20536178,0,1,0.6105,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1552835,1,0,1,0,0,2,2,0,2,0,1,2,0.85211325,-0.84996635,0,1,0.6099,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.2594355,1,2,1,0,2,0,0,2,0,0,1,2,0.81056833,-0.0018837623,1,1,0.6105,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.0331224,1,2,1,0,0,0,0,0,0,0,1,2,0.29374945,-0.7778506,1,1,0.6098,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.62591875,1,2,1,0,2,2,0,2,2,0,0,2,1.25593,-0.23814164,0,1,0.6097,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,61.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.7073595,1,1,0,0,0,0,2,0,0,0,1,2,-1.1653084,-0.8139416,1,1,0.6092,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.1372744,1,2,1,0,2,2,0,0,0,0,1,2,0.6992279,0.06990085,0,1,0.609,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,2,1,2,0,0,0,0,0,0,0,2,0.51144487,-0.8662128,0,1,0.609,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.1552835,1,2,1,2,0,0,0,0,0,0,1,2,0.5147685,-0.8733427,0,1,0.609,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.66663915,1,0,1,2,0,0,0,2,2,0,0,2,0.9800716,-0.35259527,1,1,0.6086,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,0,0,0,3,-0.48729512,-0.985302,1,1,0.6093,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1145631,1,2,1,0,2,2,0,2,2,0,0,2,1.3473288,-0.76434135,0,1,0.6089,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.1552835,1,2,1,0,2,0,0,0,0,0,0,0,0.4383258,-0.872526,1,1,0.6085,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-1.1960039,1,0,1,0,0,0,0,0,0,0,0,2,0.1591439,-0.91903585,0,1,0.6076,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.8,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.1960039,1,1,0,0,0,0,0,0,0,0,0,2,-1.3115464,-0.97309506,1,1,0.6079,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-1.2774446,1,0,0,0,0,0,0,2,0,0,0,3,-0.31446823,-0.9830063,0,1,0.6076,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.8,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.62854785,-0.98717827,1,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Treatment
1,0.0,0,1,-1.2774446,1,0,0,0,0,2,0,0,0,0,0,2,-0.52551645,-0.9858097,1,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.63187146,-0.98722243,1,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Control
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.62854785,-0.98717827,0,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.62854785,-0.98717827,1,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,Email,0.5,0.15,4,Control
0,0.0,1,1,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.471079,-0.99836975,1,1,0.6072,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,3,-0.63353324,-0.9872445,1,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Treatment
0,0.0,0,1,-0.91096133,1,0,1,0,0,2,2,2,0,0,1,2,0.87537843,-0.5816791,0,1,0.6068,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.6302097,-0.9872003,0,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,3,-0.63353324,-0.9872445,1,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.35136998,1,2,1,2,2,2,0,2,2,0,0,2,1.6098927,1.0628991,1,1,0.6069,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.61359173,-0.9869796,0,1,0.6066,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.7,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929,-0.86751515,1,1,0.6053,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,1,1,0.17576188,-0.8895892,1,1,0.6051,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.5,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.2774446,1,1,0,0,0,0,0,0,0,0,0,3,-1.339797,-0.9966259,1,1,0.605,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.5,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.54447806,1,2,1,0,0,0,0,2,2,0,1,2,1.0033368,-0.23030539,0,1,0.6036,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.4,Email,0.5,0.15,4,Control
0,0.0,0,0,0.4328107,1,0,1,2,2,0,2,2,2,0,1,1,1.4420512,1.0236957,1,1,0.6035,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.4,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.8702409,1,2,1,0,2,0,0,0,0,0,1,0,0.5230774,-0.61145693,1,1,0.6038,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.4,Email,0.5,0.15,4,Control
1,0.0,1,0,-0.09655403,0,2,1,0,0,0,2,2,2,0,0,2,1.2210321,0.28066328,0,1,0.6031,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.3,SMS,1.0,0.25,3,Treatment
0,0.0,0,0,-1.0738428,1,0,1,0,0,2,2,0,2,0,1,2,0.81389195,-0.7923974,0,1,0.6021,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.2,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1145631,1,0,1,0,0,0,0,0,0,0,0,3,0.18240906,-0.86089295,1,1,0.6017,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,0,0,0,0,0,0,0,0,0,2,-0.685049,-0.96651703,1,1,0.602,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,0,0,0,0,0,0,0,0,0,2,-0.6667692,-0.9660534,1,1,0.602,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.2,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.74807984,1,2,1,0,0,2,0,0,0,0,1,0,0.51809204,-0.5402904,0,1,0.6013,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.015113308,1,2,1,0,0,2,0,2,2,0,1,2,1.2160468,0.4648707,0,1,0.6013,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.1,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.7073595,0,0,1,0,0,2,0,2,2,0,1,1,0.97176266,-0.34279442,0,1,0.6013,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1552835,1,1,0,0,0,0,0,2,2,0,1,2,-0.6717546,-0.93047017,1,1,0.6008,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,60.1,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.2367243,1,1,0,0,0,0,0,0,0,0,0,3,-1.3414588,-0.991284,1,1,0.5994,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.9,SMS,1.0,0.25,4,Control
1,0.0,0,0,-0.66663915,1,2,1,0,0,0,0,2,0,0,0,2,0.72581667,-0.44188455,1,1,0.5988,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,1,0.2173068,-0.9377767,0,1,0.5988,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.17799476,1,2,1,0,2,0,0,0,2,0,1,2,0.8371571,0.15170704,1,1,0.5986,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1960039,1,1,0,0,2,0,0,2,2,0,1,2,-0.47067717,-0.9388362,1,1,0.599,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.7073595,1,0,1,2,0,2,2,2,2,0,1,2,1.3406816,-0.30866805,1,1,0.5992,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.9,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-1.0738428,1,0,1,0,0,0,0,0,0,0,1,2,0.16745289,-0.840607,0,1,0.5981,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.1960039,1,0,1,0,0,2,2,2,0,0,0,3,0.83383346,-0.89950037,0,1,0.5982,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.8,SMS,1.0,0.25,4,Treatment
1,0.0,1,1,-0.1372744,1,2,1,0,0,2,0,0,2,0,1,2,0.8122301,0.18384677,1,1,0.5982,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,59.8,Email,0.5,0.15,4,Treatment
